40001|1|1|5|Ποιo όχημα είναι επιβατικό;|0|GA-1|A01
40577|1|21|5|Το κόκκινο αυτοκίνητο έχει προτεραιότητα και θα περάσει πριν το πράσινο;|Q577|GA-577|A 577
40578|1|22|5|Το μπλε φορτηγάκι θα πρέπει να περιμένει να περάσει πρώτα το πράσινο αυτοκίνητο;|Q578|GA-578|A 578
40579|1|23|5|Η πινακίδα αυτή σημαίνει ότι πρέπει να σταματήσεις στη γραμμή και να περάσεις μόνο εάν δεν έρχεται άλλο αυτοκίνητο;|Q579|GA-579|A 579
40580|1|24|5|Όταν υπάρχει αναμμένο φανάρι και πινακίδα, κάνεις ότι λέει η πινακίδα;|Q580|GA-580|A 580
40581|1|21|5|Το κίτρινο φορτηγάκι θα περάσει πριν το μπλε;|Q581|GA-581|A 581
40582|1|22|5|Σε αυτήν τη διασταύρωση ισχύει η προτεραιότητα από δεξιά;|Q582|GA-582|A 582
40583|1|23|5|Το μπλε φορτηγάκι θα περάσει πριν το κόκκινο αυτοκίνητο;|Q583|GA-583|A 583
40584|1|24|5|Βλέπεις μπροστά σου αυτήν την πινακίδα. Θα πρέπει να σταματήσεις ακριβώς στην πινακίδα;|Q584|GA-584|A 584
40585|1|21|5|Βλέπεις μπροστά σου αυτήν την πινακίδα. Θα πρέπει να σταματήσεις ακριβώς πριν τη γραμμή;|Q585|GA-585|A 585
40586|1|22|5|Bλέποντας αυτήν την πινακίδα σταματάς ακριβώς πριν τη διασταύρωση;|Q586|GA-586|A 586
40587|1|23|5|Ποιο όχημα θα πρέπει να περιμένει;|Q587|GA-587|A 587
40588|1|24|5|Ποιο όχημα θα πρέπει να περάσει πρώτο;|Q588|GA-588|A 588
40589|1|21|5|Το μηχανάκι θα περάσει πρώτο;|Q589|GA-589|A 589
40590|1|22|5|Το λεωφορείο θα περάσει πρώτο επειδή είναι μεγαλύτερο;|Q590|GA-590|A 590
40591|1|23|5|Το μηχανάκι απαγορεύεται να πάει ευθεία;|Q591|GA-591|A 591
40592|1|24|5|Ποιο όχημα θα περάσει πρώτο στη διασταύρωση;|Q592|GA-592|A 592
40593|1|21|5|Οι οδηγοί στη φωτογραφία θα πρέπει να συνεννοηθούν μεταξύ τους για το ποιος θα περάσει πρώτος;|Q593|GA-593|A 593
40594|1|22|5|Το φορτηγό επειδή είναι μεγαλύτερο θα πρέπει να περιμένει;|Q594|GA-594|A 594
40595|1|23|5|Το φανάρι δείχνει κίτρινο φως που αναβοσβήνει. Περνάς μόνο αν δεν περνούν άλλα αυτοκίνητα και άνθρωποι;|Q595|GA-595|A 595
40596|1|24|5|Το φανάρι δείχνει κίτρινο φως που αναβοσβήνει. Ο οδηγός θα πατήσει γκάζι γιατί έχει προτεραιότητα;|Q596|GA-596|A 596
40597|1|21|5|Το φανάρι δείχνει κίτρινο φως που αναβοσβήνει. Ο οδηγός θα πρέπει να περιμένει να ανάψει το πράσινο για να προχωρήσει;|Q597|GA-597|A 597
40598|1|22|5|Το λεωφορείο θα περάσει πρώτο γιατί είναι μεγαλύτερο όχημα;|Q598|GA-598|A 598
40599|1|23|5|Ποιο όχημα θα περάσει τελευταίο τη διασταύρωση;|Q599|GA-599|A 599
40600|1|24|5|Ποιο όχημα θα περάσει πρώτο τη διασταύρωση;|Q600|GA-600|A 600
40601|1|21|5|Το ποδήλατο θα περάσει τελευταίο;|Q601|GA-601|A 601
40602|1|22|5|Το ποδήλατο θα περάσει πρώτο γιατί είναι πιο αργό;|Q602|GA-602|A 602
40603|1|23|5|Ποιο όχημα θα πρέπει να περάσει πρώτο τη διασταύρωση;|Q603|GA-603|A 603
40604|1|24|5|Το όχημα (1) θα περάσει τελευταίο τη διασταύρωση γιατί θέλει να στρίψει;|Q604|GA-604|A 604
40605|1|21|5|Τα αυτοκίνητα (2) και (3) θα περάσουν πρώτα γιατί πάνε ίσια;|Q605|GA-605|A 605
40606|1|22|5|Το αυτοκίνητο θα περάσει πρώτο γιατί πάει ίσια;|Q606|GA-606|A 606
40607|1|23|5|Το ποδήλατο (1) θα περάσει πρώτο γιατί έρχεται από δεξιά;|Q607|GA-607|A 607
40608|1|24|5|Το αυτοκίνητο (3) θα περάσει πρώτο γιατί είναι από δεξιά;|Q608|GA-608|A 608
40609|1|21|5|Ποιο αυτοκίνητο θα περάσει τελευταίο τη διασταύρωση;|Q609|GA-609|A 609
40610|1|22|5|Το αυτοκίνητο (3) θα περάσει πρώτο γιατί είναι από δεξιά. Ποιο αυτοκίνητο θα περάσει μετά;|Q610|GA-610|A 610
40611|1|23|5|Ποιο όχημα επιτρέπεται να στρίψει;|Q611|GA-611|A 611
40612|1|24|5|Ο τροχονόμος δείχνει στη μοτοσικλέτα να στρίψει;|Q612|GA-612|A 612
40613|1|21|5|Ο τροχονόμος κάνει σήμα στα αυτοκίνητα να σταματήσουν;|Q613|GA-613|A 613
40614|1|22|5|Ο τροχονόμος κάνει σήμα μόνο στο όχημα (1) να σταματήσει;|Q614|GA-614|A 614
40615|1|23|5|Το τρακτέρ θα περάσει πρώτο γιατί σύμφωνα με την πινακίδα έχει προτεραιότητα;|Q615|GA-615|A 615
40616|1|24|5|Ποιο όχημα θα περάσει τελευταίο;|Q616|GA-616|A 616
40617|1|21|5|Το αυτοκίνητο έχει προτεραιότητα σε σχέση με το τρακτέρ γιατί είναι από δεξιά;|Q617|GA-617|A 617
40618|1|22|5|Η πορεία 2 είναι επικίνδυνη γιατί το αυτοκίνητο αλλάζει λωρίδα στη στροφή;|Q618|GA-618|A 618
40619|1|23|5|Ποια αυτοκίνητα πρέπει να περιμένουν για να περάσουν τα υπόλοιπα;|Q619|GA-619|A 619
40620|1|24|5|Τα αυτοκίνητα (2) και (4) πρέπει να περάσουν πρώτα γιατί πάνε ευθεία;|Q620|GA-620|A 620
40621|1|21|5|Το φανάρι δείχνει πράσινο. Το αυτοκίνητο θα πρέπει να περάσει χωρίς να σταματήσει;|Q621|GA-621|A 621
40622|1|22|5|Στη διασταύρωση της φωτογραφίας το φορτηγό θα περάσει πρώτο γιατί είναι μεγαλύτερο;|Q622|GA-622|A 622
40623|1|23|5|Ποιο όχημα θα περάσει τελευταίο στη διασταύρωση;|Q623|GA-623|A 623
40624|1|24|5|Ποιο όχημα θα περάσει πρώτο στη διασταύρωση;|Q624|GA-624|A 624
40625|1|21|5|Ο ποδηλάτης και ο οδηγός του αυτοκινήτου θα πρέπει να συνεννοηθούν μεταξύ τους για το ποιος θα περάσει πρώτος;|Q625|GA-625|A 625
40626|1|22|5|Ποιο όχημα θα περάσει πρώτο;|Q626|GA-626|A 626
40627|1|23|5|Το όχημα (2) θα πρέπει να δώσει προτεραιότητα στο όχημα (1) γιατί κινείται σε αυτοκινητόδρομο;|Q627|GA-627|A 627
40628|1|24|5|Το όχημα (1) θα πρέπει να περάσει πρώτο γιατί κινείται σε δρόμο με προτεραιότητα;|Q628|GA-628|A 628
40629|1|21|5|Ποια από τα οχήματα πρέπει να περιμένουν;|Q629|GA-629|A 629
40630|1|22|5|Το όχημα (1) θα πρέπει να περιμένει να περάσουν τα άλλα αυτοκίνητα γιατί αυτό θέλει να στρίψει;|Q630|GA-630|A 630
40631|1|23|5|Ποιο όχημα θα ξεκινήσει πρώτο;|Q631|GA-631|A 631
40632|1|24|5|Ποιο όχημα θα περάσει τελευταίο στη διασταύρωση;|Q632|GA-632|A 632
40633|1|21|5|Το λεωφορείο θα περάσει πρώτο γιατί είναι μεγαλύτερο όχημα;|Q633|GA-633|A 633
40634|1|22|5|Το λεωφορείο θα περάσει τελευταίο γιατί είναι σε δρόμο χωρίς προτεραιότητα;|Q634|GA-634|A 634
40635|1|23|5|Η μοτοσικλέτα έχει προτεραιότητα γιατί είναι από δεξιά;|Q635|GA-635|A 635
40636|1|24|5|Το αυτοκίνητο θα περάσει πρώτο γιατί πάει ευθεία;|Q636|GA-636|A 636
40637|1|21|5|Η μοτοσικλέτα θα περάσει πρώτη γιατί είναι από δεξιά;|Q637|GA-637|A 637
40638|1|22|5|Η μοτοσικλέτα θα περάσει μετά το αυτοκίνητο γιατί θέλει να στρίψει, ενώ το αυτοκίνητο πάει ίσια;|Q638|GA-638|A 638
40639|1|23|5|Το ποδήλατο θα περάσει πρώτο;|Q639|GA-639|A 639
40640|1|24|5|Ποιο όχημα θα πρέπει να περάσει τελευταίο;|Q640|GA-640|A 640
40641|1|21|5|Η μοτοσικλέτα θα περάσει πρώτη γιατί είναι σε δρόμο με προτεραιότητα;|Q641|GA-641|A 641
40642|1|22|5|Το αυτοκίνητο θα περάσει πρώτο στη διασταύρωση γιατί είναι από δεξιά;|Q642|GA-642|A 642
40643|1|23|5|Το αυτοκίνητο (1) θα περάσει πρώτο γιατί έρχεται από δεξιά;|Q643|GA-643|A 643
40644|1|24|5|Ποιο όχημα θα πρέπει να περιμένει για να περάσει το άλλο;|Q644|GA-644|A 644
40645|1|21|5|Το όχημα (2) θα περάσει πρώτο γιατί έρχεται από δρόμο μεγαλύτερο;|Q645|GA-645|A 645
40646|1|22|5|Το όχημα (1) έχει προτεραιότητα γιατί κινείται σε δρόμο ταχείας κυκλοφορίας;|Q646|GA-646|A 646
40647|1|23|5|Ποιο όχημα έχει προτεραιότητα;|Q647|GA-647|A 647
40648|1|24|5|Το σήμα του τροχονόμου σημαίνει ότι κανένα όχημα δεν μπορεί να στρίψει;|Q648|GA-648|A 648
40649|1|21|5|Το μηχανάκι μπορεί να στρίψει γιατί δεν το βλέπει ο τροχονόμος;|Q649|GA-649|A 649
40650|1|22|5|Το όχημα (1) πρέπει να κινηθεί πρώτο γιατί βρίσκεται σε δρόμο με προτεραιότητα;|Q650|GA-650|A 650
40651|1|23|5|Η μοτοσικλέτα πρέπει να περάσει πρώτη γιατί έρχεται από δεξιά;|Q651|GA-651|A 651
40652|1|24|5|Οι οδηγοί θα πρέπει να συνεννοηθούν μεταξύ τους για να αποφασίσουν ποιο όχημα θα περάσει πρώτο;|Q652|GA-652|A 652
40653|1|21|5|Το αυτοκίνητο (1) θα περάσει πρώτο γιατί έρχεται από δεξιά;|Q653|GA-653|A 653
40654|1|22|5|Ποιο όχημα θα πρέπει να περιμένει για να περάσει το άλλο;|Q654|GA-654|A 654
40655|1|23|5|Από το σήμα του τροχονόμου φαίνεται ότι μπορούν να στρίψουν μόνο τα οχήματα (1) και (2);|Q655|GA-655|A 655
40656|1|24|5|Από το σήμα του τροχονόμου ποιο όχημα θα πρέπει να σταματήσει;|Q656|GA-656|A 656
40657|1|21|5|Ο τροχονόμος δείχνει στο αυτοκίνητο (3) να στρίψει δεξιά;|Q657|GA-657|A 657
40658|1|22|5|Ποιο όχημα θα πρέπει να περάσει τελευταίο στη διασταύρωση;|Q658|GA-658|A 658
40659|1|23|5|Ποιο όχημα πρέπει να περιμένει, ώστε να περάσει το άλλο;|Q659|GA-659|A 659
40660|1|24|5|Το ποδήλατο πρέπει να περιμένει να περάσουν τα αυτοκίνητα, γιατί και στην πλατεία ισχύει η προτεραιότητα από δεξιά;|Q660|GA-660|A 660
40661|1|21|5|Το αυτοκίνητο θα πρέπει να περιμένει να περάσει το τρακτέρ γιατί κινείται σε δρόμο προτεραιότητας;|Q661|GA-661|A 661
40662|1|22|5|Ποιο όχημα θα πρέπει να περάσει πρώτο;|Q662|GA-662|A 662
40663|1|23|5|Το φορτηγάκι (2) είναι το μόνο όχημα που θα πρέπει να περιμένει να ανάψει το πράσινο, για να ξεκινήσει;|Q663|GA-663|A 663
40664|1|24|5|Ποιο όχημα πρέπει να σταματήσει την πορεία του;|Q664|GA-664|A 664
40665|1|21|5|Το φορτηγό θα περάσει πρώτο στη διασταύρωση γιατί βρίσκεται σε δρόμο με προτεραιότητα;|Q665|GA-665|A 665
40666|1|22|5|Το φορτηγό, επειδή είναι βαρύ και αργό όχημα θα περιμένει να περάσουν πρώτα τα άλλα οχήματα;|Q666|GA-666|A 666
40667|1|25|5|Σε ποια φωτογραφία ισχύει η προτεραιότητα από δεξιά;|0|GA-667|A 667
40668|1|26|5|Αν το σχολικό λεωφορείο έχει σταματήσει και κατεβάζει παιδιά, πρέπει να σταματήσεις;|Q668|GA-668|A 668
40669|1|27|5|Το σχολικό λεωφορείο έχει σταματήσει για να πάρει ένα μαθητή. Επιτρέπεται να το προσπεράσεις;|Q669|GA-669|A 669
40670|1|28|5|Τα όρια ταχύτητας είναι για την ασφάλειά σας. Πρέπει να τα τηρείς παντού;|Q670|GA-670|A 670
40671|1|29|5|Τα όρια ταχύτητας είναι για την ασφάλειά σας. Πρέπει να τα τηρείς μόνο στην Εθνική Οδό;|Q671|GA-671|A 671
40672|1|30|5|Όταν βλέπεις αυτήν την πινακίδα, μπορείς να τρέχεις με 50 χιλιόμετρα την ώρα;|Q672|GA-672|A 672
40673|1|25|5|Όταν βλέπεις αυτήν την πινακίδα, πρέπει να τρέχεις με λιγότερο από 40 χιλιόμετρα την ώρα;|Q673|GA-673|A 673
40674|1|26|5|Σε ποια περίπτωση επιτρέπεται να τρέχεις με 50 χιλιόμετρα την ώρα;|0|GA-674|A 674
40675|1|27|5|Ποια είναι η μεγαλύτερη ταχύτητα που επιτρέπεται να τρέχεις σε αυτοκινητόδρομο;|Q675|GA-675|A 675
40676|1|28|5|Ποια είναι η μεγαλύτερη ταχύτητα που επιτρέπεται να τρέχεις σε οδούς ταχείας κυκλοφορίας;|0|GA-676|A 676
40677|1|29|5|Ποια είναι η μεγαλύτερη ταχύτητα που επιτρέπεται να τρέχεις σε αυτοκινητόδρομο;|0|GA-677|A 677
40678|1|30|5|Ποια είναι η μεγαλύτερη ταχύτητα που επιτρέπεται να τρέχεις μέσα σε πόλεις και χωριά;|0|GA-678|A 678
40679|1|25|5|Οδηγείς σε αυτοκινητόδρομο και συναντάς αυτήν την πινακίδα. Μπορείς να τρέχεις με 130 χιλιόμετρα την ώρα;|Q679|GA-679|A 679
40680|1|26|5|Η μεγάλη ταχύτητα είναι αιτία πολλών ατυχημάτων, γι’ αυτό πρέπει να κόβεις ταχύτητα στις διασταυρώσεις;|Q680|GA-680|A 680
40681|1|27|5|Η μεγάλη ταχύτητα είναι αιτία πολλών ατυχημάτων, γι’ αυτό πρέπει να κόβεις ταχύτητα όταν προσπερνάς;|Q681|GA-681|A 681
40682|1|28|5|Σε ποια πινακίδα πρέπει να μειώνεις ταχύτητα;|0|GA-682|A 682
40683|1|29|5|Για πόσο καιρό πρέπει να έχεις στο πίσω τζάμι το σήμα Ν σαν νέος οδηγός;|Q683|GA-683|A 683
40684|1|30|5|Σε ποια πινακίδα πρέπει να μειώνεις ταχύτητα;|0|GA-684|A 684
40685|1|25|5|Σε ποια πινακίδα πρέπει να μειώνεις ταχύτητα;|0|GA-685|A 685
40686|1|26|5|Σε ποια πινακίδα πρέπει να μειώνεις ταχύτητα;|0|GA-686|A 686
40687|1|27|5|Σε ποια πινακίδα πρέπει ενδεχομένως να μειώσεις ταχύτητα;|0|GA-687|A 687
40688|1|28|5|Ποιο σήμα σημαίνει ότι μπροστά μπορεί να περνάει τρένο και θα πρέπει να προσέχεις;|0|GA-688|A 688
40689|1|29|5|Όταν βρέχει ή χιονίζει πρέπει να τρέχεις;|Q689|GA-689|A 689
40690|1|30|5|Όταν βρέχει ή χιονίζει ή έχει ομίχλη, πρέπει να μειώνεις ταχύτητα;|Q690|GA-690|A 690
40691|1|25|5|Όταν δεν υπάρχουν πινακίδες, μπορείς να τρέχεις με όποια ταχύτητα θέλεις;|Q691|GA-691|A 691
40692|1|26|5|Σε δρόμο με πολλές στροφές πρέπει να κόβεις ταχύτητα;|Q692|GA-692|A 692
40693|1|27|5|Σε δρόμο με πολλές στροφές πρέπει να τρέχεις περισσότερο για να μην ζαλιστείς;|Q693|GA-693|A 693
40694|1|28|5|Ξαφνικά στον αυτοκινητόδρομο πρέπει να φρενάρεις. Για να σε δουν οι άλλοι οδηγοί κορνάρεις;|Q694|GA-694|A 694
40695|1|29|5|Ξαφνικά στον αυτοκινητόδρομο πρέπει να φρενάρεις. Για να σε δουν οι άλλοι οδηγοί πρέπει να ανάψεις το αλάρμ;|Q695|GA-695|A 695
40696|1|30|5|Η μηχανή είναι σε μονόδρομο και θέλει να στρίψει αριστερά. Ποια πορεία πρέπει να ακολουθήσει;|Q696|GA-696|A 696
40697|1|25|5|Στο δρόμο πρέπει να κινείσαι στο μέσον της λωρίδας;|Q697|GA-697|A 697
40698|1|26|5|Είναι σωστή η θέση του αυτοκινήτου στο δρόμο;|Q698|GA-698|A 698
40699|1|27|5|Κινείσαι σε αυτοκινητόδρομο με 100 χλμ/ώρα. Σε ποια λωρίδα πρέπει να είσαι;|Q699|GA-699|A 699
40700|1|28|5|Επιτρέπεται το αυτοκίνητο να σταματήσει λόγω βλάβης στη Λωρίδα Έκτακτης Ανάγκης;|Q700|GA-700|A 700
40701|1|29|5|Η λωρίδα 1 είναι η Λωρίδα Έκτακτης Ανάγκης. Μπορείς να κινείσαι συνέχεια εκεί;|Q701|GA-701|A 701
40702|1|30|5|Η λωρίδα 1 είναι η Λωρίδα Έκτακτης Ανάγκης;|Q702|GA-702|A 702
40703|1|25|5|Σε ποια φωτογραφία τα αυτοκίνητα κινούνται σωστά στον αυτοκινητόδρομο;|0|GA-703|A 703
40704|1|26|5|Όταν οδηγείς πρέπει να προσέχεις πολύ τους πεζούς. Το αυτοκίνητο έχει σταματήσει σε σωστό σημείο;|Q704|GA-704|A 704
40705|1|27|5|Όταν τραβάς ένα τροχόσπιτο στον αυτοκινητόδρομο επιτρέπεται να πηγαίνεις στην αριστερή λωρίδα;|Q705|GA-705|A 705
40706|1|28|5|Κοντά σε διασταύρωση είσαι στη λωρίδα 1 και θέλεις να στρίψεις αριστερά. Επιτρέπεται;|Q706|GA-706|A 706
40707|1|29|5|Είσαι στη λωρίδα 1 κοντά στο φανάρι και θέλεις να στρίψεις αριστερά. Επιτρέπεται;|Q707|GA-707|A 707
40708|1|30|5|Στην περίπτωση της φωτογραφίας είσαι στη λωρίδα 1 και θέλεις να πας ευθεία. Επιτρέπεται;|Q708|GA-708|A 708
40709|1|25|5|Για να πας ευθεία σε ποια λωρίδα θα πρέπει να κινείσαι;|Q709|GA-709|A 709
40710|1|26|5|Αφού προσπεράσεις το φορτηγό θα μπεις μπροστά του στη δεξιά λωρίδα;|Q710|GA-710|A 710
40711|1|27|5|Για να αλλάξεις λωρίδα κυκλοφορίας πρέπει πάντα να κοιτάς πρώτα από τους καθρέπτες και μετά να ανάβεις τα φλας;|Q711|GA-711|A 711
40712|1|28|5|Είσαι στη λωρίδα 2. Μπορείς να χρησιμοποιήσεις τη λωρίδα 1 για προσπέραση;|Q712|GA-712|A 712
40713|1|29|5|Είσαι στη λωρίδα 2. Μπορείς να χρησιμοποιήσεις τη λωρίδα 3 για προσπέραση;|Q713|GA-713|A 713
40714|1|30|5|Είσαι στη λωρίδα 2. Μπορείς να χρησιμοποιήσεις τη λωρίδα 3 για προσπέραση;|Q714|GA-714|A 714
40715|1|25|5|Είσαι στη λωρίδα 2. Μπορείς να χρησιμοποιήσεις τη λωρίδα 3 για προσπέραση;|Q715|GA-715|A 715
40716|1|26|5|Ποιο αυτοκίνητο στρίβει σωστά αριστερά;|0|GA-716|A 716
40717|1|27|5|Ποιο αυτοκίνητο στρίβει σωστά αριστερά;|0|GA-717|A 717
40718|1|28|5|Η απόσταση ασφαλείας είναι η μικρότερη απόσταση που πρέπει να έχεις από το μπροστινό αυτοκίνητο;|Q718|GA-718|A 718
40719|1|29|5|Για να μην τρακάρεις πρέπει να κρατάς πάντα αρκετή απόσταση από το μπροστινό αυτοκίνητο ίση με 2 δευτερόλεπτα;|Q719|GA-719|A 719
40720|1|30|5|Χρόνος 2 δευτερολέπτων περνάει όταν λέμε αργά; «χίλια ένα, χίλια δύο».|Q720|GA-720|A 720
40721|1|25|5|Χρόνος 2 δευτερολέπτων περνάει όταν λέμε αργά; «δύο δευτερόλεπτα».|Q721|GA-721|A 721
40722|1|26|5|Χρόνος 2 δευτερολέπτων περνάει όταν λέμε αργά; «ένα, δύο»|Q722|GA-722|A 722
40723|1|27|5|Από τη στιγμή που πατάς το φρένο και μέχρι να σταματήσει το αυτοκίνητο έχεις προχωρήσει κάποια μέτρα. Όταν βρέχει έχεις προχωρήσει λιγότερα μέτρα;|Q723|GA-723|A 723
40724|1|28|5|Όταν τρέχεις πολύ, πρέπει να αφήνεις μεγαλύτερη απόσταση από το μπροστινό αυτοκίνητο;|Q724|GA-724|A 724
40725|1|29|5|Ένα φορτωμένο αυτοκίνητο πρέπει να αφήνει μεγαλύτερη απόσταση από το μπροστινό αυτοκίνητο;|Q725|GA-725|A 725
40726|1|30|5|Όταν ο δρόμος γλιστράει πρέπει να αφήνεις μεγαλύτερη απόσταση από το μπροστινό αυτοκίνητο;|Q726|GA-726|A 726
40727|1|25|5|Όταν έχει ομίχλη ανάβεις τα μεσαία φώτα και τα φώτα ομίχλης;|Q727|GA-727|A 727
40728|1|26|5|Για να μην γλιστράς στο δρόμο όταν βρέχει, θα πρέπει να μην τρέχεις και να μην έχεις φαγωμένα λάστιχα;|Q728|GA-728|A 728
40729|1|27|5|Μπορείς να προσπεράσεις το φορτηγό ενώ στον καθρέπτη σου βλέπεις να σε προσπερνά ένα αυτοκίνητο;|Q729|GA-729|A 729
40730|1|28|5|Αν είναι ανάγκη θα κάνει πίσω το κόκκινο επιβατικό;|Q730|GA-730|A 730
40731|1|29|5|Αν είναι ανάγκη θα κάνει πίσω το φορτηγό;|Q731|GA-731|A 731
40732|1|30|5|Μπορείς να προσπεράσεις το αυτοκίνητο;|Q732|GA-732|A 732
40733|1|25|5|Βλέπεις από απέναντι να έρχεται άλλο αυτοκίνητο. Μπορείς να προσπεράσεις το τρακτέρ;|Q733|GA-733|A 733
40734|1|26|5|Σ’ αυτήν την περίπτωση επιτρέπεται να πηγαίνεις με το αυτοκίνητό σου στην αριστερή λωρίδα στον αυτοκινητόδρομο;|Q734|GA-734|A 734
40735|1|27|5|Το αυτοκίνητο (1) έχει βγάλει φλας για να στρίψει. Το αυτοκίνητο (2) προσπερνά σωστά;|Q735|GA-735|A 735
40736|1|28|5|Μπορείς να προσπεράσεις το λεωφορείο ακολουθώντας το επιβατικό;|Q736|GA-736|A 736
40737|1|29|5|Μπορείς να προσπεράσεις το φορτηγό;|Q737|GA-737|A 737
40738|1|30|5|Μπορείς να προσπεράσεις το κίτρινο αυτοκίνητo;|Q738|GA-738|A 738
40739|1|25|5|Το κόκκινο αυτοκίνητο κάνει προσπέραση. Σε ποια εικόνα ο οδηγός χρησιμοποιεί σωστά τα μεγάλα φώτα του;|0|GA-739|A 739
40740|1|26|5|Στις στροφές είναι επικίνδυνο να τρέχετε γιατί μπορεί να γλιστρήσει ή να τουμπάρει το αυτοκίνητο;|Q740|GA-740|A 740
40741|1|27|5|Στις στροφές πρέπει να κόβεις ταχύτητα πριν τη στροφή;|Q741|GA-741|A 741
40742|1|28|5|Στις στροφές πρέπει να πατάς γκάζι για να μην φύγεις από το δρόμο;|Q742|GA-742|A 742
40743|1|29|5|Όταν το αυτοκίνητο είναι υπερφορτωμένο είναι επικίνδυνο να τρέχεις στις στροφές γιατί μπορεί να τουμπάρει;|Q743|GA-743|A 743
40744|1|30|5|Είναι σωστό να φρενάρεις μέσα στη στροφή;|Q744|GA-744|A 744
40745|1|25|5|Είναι σωστό να αλλάζεις ταχύτητες μέσα στη στροφή;|Q745|GA-745|A 745
40746|1|26|5|Όταν ανάψεις τα φλας, επιτρέπεται να στρίψεις χωρίς να ελέγξεις;|Q746|GA-746|A 746
40747|1|27|5|Το φορτηγό έχει ανάψει τα φλας για να στρίψει. Μπορείς να το προσπεράσεις από δεξιά;|Q747|GA-747|A 747
40748|1|28|5|Όταν υπάρχει πεζός στο οδόστρωμα κόβεις ταχύτητα, για να τον αφήσεις να περάσει με ασφάλεια;|Q748|GA-748|A 748
40749|1|29|5|Σε ποια από τις εικόνες ο οδηγός του αυτοκινήτου συμπεριφέρεται σωστά;|0|GA-749|A 749
40750|1|30|5|Σε ποια εικόνα ο οδηγός συμπεριφέρθηκε σωστά στους πεζούς;|0|GA-750|A 750
40751|1|25|5|Πρέπει να κόψεις ταχύτητα παρόλο που το φανάρι είναι πράσινο;|Q751|GA-751|A 751
40752|1|26|5|Πρέπει να τρέξεις και να περάσεις γρήγορα για να μην ανάψει κόκκινο φανάρι;|Q752|GA-752|A 752
40753|1|27|5|Πότε πρέπει να σταματήσεις;|0|GA-753|A 753
40754|1|28|5|Πότε πρέπει να συνεχίσεις την πορεία σου;|0|GA-754|A 754
40755|1|29|5|Πρέπει να σταματήσεις όταν δεις σχολικό τροχονόμο όπως στην εικόνα;|Q755|GA-755|A 755
40756|1|30|5|Είσαι μόνος σου στο δρόμο. Βγάζεις φλας όταν ξεκινάς;|Q756|GA-756|A 756
40757|1|25|5|Σε ποια εικόνα ο οδηγός στρίβει σωστά χρησιμοποιώντας τα φλας;|0|GA-757|A 757
40758|1|26|5|Είσαι μόνος σου στο δρόμο και στρίβεις αριστερά. Πρέπει να βγάλεις φλας;|Q758|GA-758|A 758
40759|1|27|5|Όταν το αυτοκίνητο χαλάσει, πρέπει να βάζεις το προειδοποιητικό τρίγωνο;|Q759|GA-759|A 759
40760|1|28|5|Ποιο αυτοκίνητο είναι σταματημένο σωστά;|0|GA-760|A 760
40761|1|29|5|Σε ποια εικόνα ο οδηγός του μικρού αυτοκινήτου συμπεριφέρεται σωστά;|0|GA-761|A 761
40762|1|30|5|Όταν πας ένα ταξίδι πρέπει κάθε 2 ώρες να σταματάς για να ξεκουράζεσαι ένα τέταρτο;|Q762|GA-762|A 762
40763|1|25|5|Δεν χρειάζεται να κοιτάς τον καθρέπτη γιατί δεν σε βοηθάει;|Q763|GA-763|A 763
40764|1|26|5|Αυτός ο καθρέπτης σε βοηθά να δεις αν έρχεται κανείς από δεξιά ή αριστερά;|Q764|GA-764|A 764
40765|1|27|5|Αυτή η ταμπέλα σου λέει να προσέχεις και να κόψεις ταχύτητα γιατί περνούν παιδιά;|Q765|GA-765|A 765
40766|1|28|5|Αυτή τη μεγάλη ταμπέλα δεν πρέπει να την κοιτάς γιατί ενδιαφέρει τους φορτηγατζήδες;|Q766|GA-766|A 766
40767|1|29|5|Όταν υπάρχουν λάδια στο δρόμο πρέπει να πατήσεις φρένο;|Q767|GA-767|A 767
40768|1|30|5|Όταν υπάρχουν λάδια στο δρόμο δεν πρέπει να πατήσεις ούτε γκάζι ούτε φρένο;|Q768|GA-768|A 768
40769|1|25|5|Όταν υπάρχουν λάδια στο δρόμο πρέπει να πατήσεις γκάζι;|Q769|GA-769|A 769
40770|1|26|5|Αν έχεις πιει ποτά, μπορεί πίνοντας καφέ ή τσάι να ξεμεθύσεις και να οδηγήσεις;|Q770|GA-770|A 770
40771|1|27|5|Όταν η κίνηση στον αυτοκινητόδρομο είναι μεγάλη, επιτρέπεται να κινείσαι στην αριστερή λωρίδα με ένα επιβατικό αυτοκίνητο;|Q771|GA-771|A 771
40772|1|28|5|Όταν η κίνηση στον αυτοκινητόδρομο είναι μεγάλη, επιτρέπεται να κινείσαι στην αριστερή λωρίδα μ’ ένα μεγάλο φορτηγό;|Q772|GA-772|A 772
40773|1|29|5|Τρέχεις με 130 χλμ/ώρα πίσω από το αυτοκίνητο. Μπορείς να το προσπεράσεις;|Q773|GA-773|A 773
40774|1|30|5|Ποια πινακίδα δείχνει την είσοδο σε αυτοκινητόδρομο;|0|GA-774|A 774
40775|1|25|5|Όταν μπαίνεις σε αυτοκινητόδρομο έχεις προτεραιότητα;|Q775|GA-775|A 775
40776|1|26|5|Ποιο αυτοκίνητο έχει παρκάρει σωστά στον αυτοκινητόδρομο;|0|GA-776|A 776
